,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceStandard,Production Days Standard,Standard Sku
3771,1000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,133.0,5,FLY-510-655-621-572-STANDARD
6224,1000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,248.19,5,FLY-656-509-659-646-STANDARD
1292,1000,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,54.15,3,FLY-527-519-549-523-STANDARD
1199,1000,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,76.0,3,FLY-608-511-549-465-STANDARD
3219,1000,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,51.44,3,FLY-601-697-615-463-STANDARD
3744,1000,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,31.59,4,FLY-559-465-507-463-STANDARD
5331,1000,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,47.5,3,FLY-505-666-521-419-STANDARD
1837,1000,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,72.2,3,FLY-567-509-615-698-STANDARD
77,1000,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,57.0,4,FLY-516-600-653-599-STANDARD
1691,1000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,35.53,5,FLY-517-506-509-602-STANDARD
3481,1000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,171.0,5,FLY-508-607-462-512-STANDARD
4866,1000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,198.55,5,FLY-518-550-614-612-STANDARD
953,1000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,90.25,5,FLY-665-602-564-603-STANDARD
1379,1000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,99.28,5,FLY-596-472-655-563-STANDARD
6093,1000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,171.0,5,FLY-609-611-603-515-STANDARD
5456,1000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,40.61,5,FLY-466-558-611-509-STANDARD
1664,1000,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,114.0,3,FLY-419-553-522-705-STANDARD
6809,1000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,55.59,5,FLY-606-411-461-569-STANDARD
2973,1000,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,18.05,4,FLY-704-461-567-565-STANDARD
3034,1000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,58.52,5,FLY-507-694-554-551-STANDARD
6061,1000,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-645-577-696-648-STANDARD
921,1000,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,76.0,3,FLY-658-565-525-469-STANDARD
863,1000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,55.59,5,FLY-513-514-604-456-STANDARD
4849,1000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,334.4,5,FLY-472-615-457-517-STANDARD
3959,1000,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,22.56,3,FLY-473-615-513-661-STANDARD
6490,1000,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,18.95,3,FLY-561-661-558-561-STANDARD
2111,1000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,42.75,5,FLY-504-553-461-569-STANDARD
5469,1000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,40.61,5,FLY-552-604-479-515-STANDARD
3993,1000,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,72.2,3,FLY-458-559-606-423-STANDARD
3007,1000,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,40.61,3,FLY-430-572-561-610-STANDARD
2135,1000,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,23.75,4,FLY-611-551-613-514-STANDARD
977,1000,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,108.3,3,FLY-466-600-516-467-STANDARD
6294,1000,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,47.5,3,FLY-564-574-602-511-STANDARD
6792,1000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,95.0,5,FLY-463-601-571-526-STANDARD
1362,1000,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,180.5,3,FLY-600-652-559-418-STANDARD
6760,1000,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-604-645-568-602-STANDARD
887,1000,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,126.35,3,FLY-601-547-654-469-STANDARD
5439,1000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,40.61,5,FLY-515-555-525-572-STANDARD
2079,1000,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,19.0,4,FLY-462-558-560-613-STANDARD
3922,1000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,56.05,5,FLY-616-665-564-598-STANDARD
3047,1000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,171.0,5,FLY-575-699-596-526-STANDARD
3584,1000,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,76.0,3,FLY-697-609-600-557-STANDARD
4810,1000,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,133.0,3,FLY-475-700-701-515-STANDARD
3367,1000,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,76.71,3,FLY-460-464-476-563-STANDARD
6108,1000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,317.68,5,FLY-563-561-608-516-STANDARD
4903,1000,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,47.5,3,FLY-481-569-514-568-STANDARD
2169,1000,0.2,A7,300gsm Art Board Coated,None,Double Sided,,23.75,3,FLY-461-565-472-656-STANDARD
187,1000,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,51.44,3,FLY-548-462-573-566-STANDARD
1630,1000,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Double Sided,,95.0,3,FLY-655-551-658-522-STANDARD
4027,1000,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,54.15,4,FLY-601-607-609-608-STANDARD
7104,2000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,50.64,5,FLY-516-508-603-465-STANDARD
6295,2000,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,71.25,3,FLY-564-574-602-511-STANDARD
4777,2000,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,64.98,4,FLY-520-565-521-515-STANDARD
5273,2000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,460.75,5,FLY-603-560-552-471-STANDARD
6271,2000,0.2,A3,300gsm Art Board Coated,None,Double Sided,,323.0,3,FLY-612-568-659-556-STANDARD
6541,2000,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,21.66,3,FLY-619-694-464-473-STANDARD
5797,2000,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,23.46,3,FLY-649-529-558-466-STANDARD
5831,2000,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,64.98,4,FLY-506-518-610-467-STANDARD
5332,2000,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,71.25,3,FLY-505-666-521-419-STANDARD
6016,2000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,347.46,5,FLY-664-614-612-753-STANDARD
6635,2000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,293.31,5,FLY-657-521-619-559-STANDARD
105,2000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,53.3,5,FLY-567-659-505-605-STANDARD
5763,2000,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,68.4,4,FLY-561-511-476-552-STANDARD
5005,2000,0.0,A5,350gsm Recycled Uncoated,None,Single Sided,,90.25,3,FLY-565-606-600-651-STANDARD
5992,2000,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,190.0,3,FLY-459-460-602-517-STANDARD
5514,2000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,475.0,5,FLY-472-703-500-618-STANDARD
7057,2000,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,52.25,3,FLY-562-706-529-476-STANDARD
6568,2000,0.2,A7,450gsm Art Board Silk Finish,None,Double Sided,,48.45,3,FLY-522-557-558-563-STANDARD
5734,2000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,541.05,5,FLY-472-518-562-554-STANDARD
5470,2000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,67.69,5,FLY-552-604-479-515-STANDARD
6825,2000,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,112.81,3,FLY-610-562-605-516-STANDARD
5051,2000,0.0,A4,130gsm Art Paper Silk Finish,None,Single Sided,,76.71,3,FLY-699-606-565-557-STANDARD
4580,2000,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,49.64,3,FLY-605-600-601-606-STANDARD
6602,2000,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,44.65,3,FLY-513-607-622-594-STANDARD
5178,2000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,24.7,3,FLY-551-516-514-652-STANDARD
5298,2000,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,180.5,3,FLY-464-561-425-544-STANDARD
5016,2000,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,28.88,3,FLY-657-602-552-650-STANDARD
6810,2000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,80.42,5,FLY-606-411-461-569-STANDARD
4607,2000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,84.64,5,FLY-506-602-563-460-STANDARD
4811,2000,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,237.5,3,FLY-475-700-701-515-STANDARD
6247,2000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,156.75,5,FLY-652-610-569-605-STANDARD
7100,2000,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,66.5,3,FLY-620-571-561-469-STANDARD
4546,2000,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,67.69,3,FLY-528-569-603-472-STANDARD
6852,2000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,845.5,5,FLY-572-505-568-610-STANDARD
4835,2000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,365.75,5,FLY-561-608-559-556-STANDARD
5492,2000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,148.91,5,FLY-574-606-466-606-STANDARD
6384,2000,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,133.0,3,FLY-507-621-528-659-STANDARD
4850,2000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,569.52,5,FLY-472-615-457-517-STANDARD
6225,2000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,451.25,5,FLY-656-509-659-646-STANDARD
5748,2000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,365.75,5,FLY-415-477-647-548-STANDARD
6467,2000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,84.64,5,FLY-506-589-464-652-STANDARD
5212,2000,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,126.35,3,FLY-470-519-612-518-STANDARD
7090,2000,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,55.1,3,FLY-610-557-699-506-STANDARD
4715,2000,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,18.05,3,FLY-662-658-660-553-STANDARD
7023,2000,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,27.98,4,FLY-663-694-473-564-STANDARD
6693,2000,0.0,A4,300gsm Art Board Coated,None,Single Sided,,175.99,3,FLY-550-608-599-516-STANDARD
10,2000,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,33.25,3,FLY-570-470-600-606-STANDARD
6761,2000,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,39.9,3,FLY-604-645-568-602-STANDARD
44,2000,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,44.65,3,FLY-548-601-610-618-STANDARD
5609,2000,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,34.3,4,FLY-554-615-567-604-STANDARD
5977,2000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,50.64,5,FLY-466-505-504-566-STANDARD
5440,2000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,67.69,5,FLY-515-555-525-572-STANDARD
4938,2000,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,175.99,3,FLY-508-612-611-702-STANDARD
6094,2000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,308.75,5,FLY-609-611-603-515-STANDARD
6329,2000,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,27.44,4,FLY-569-513-607-564-STANDARD
6899,2000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,293.31,5,FLY-471-559-655-559-STANDARD
4704,2000,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,95.0,3,FLY-558-611-509-468-STANDARD
6977,2000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,71.25,5,FLY-568-506-602-564-STANDARD
5085,2000,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,33.25,3,FLY-466-563-520-505-STANDARD
4904,2000,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,71.25,3,FLY-481-569-514-568-STANDARD
5575,2000,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,46.03,3,FLY-608-704-510-564-STANDARD
4740,2000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,347.46,5,FLY-608-526-560-513-STANDARD
6450,2000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,44.22,5,FLY-416-661-469-605-STANDARD
5408,2000,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,22.38,4,FLY-512-546-656-611-STANDARD
5941,2000,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,42.42,3,FLY-515-610-523-493-STANDARD
5969,2000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,114.0,5,FLY-570-661-606-507-STANDARD
6936,2000,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,112.81,3,FLY-702-614-473-603-STANDARD
6727,2000,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,29.45,4,FLY-556-604-569-542-STANDARD
5246,2000,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,36.1,4,FLY-498-661-556-469-STANDARD
5571,2000,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,90.25,3,FLY-608-603-467-564-STANDARD
6109,2000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,541.05,5,FLY-563-561-608-516-STANDARD
6124,2000,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,33.25,3,FLY-510-649-513-464-STANDARD
5457,2000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,63.18,5,FLY-466-558-611-509-STANDARD
4681,2000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,293.31,5,FLY-565-521-471-653-STANDARD
6517,2000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,569.52,5,FLY-566-614-550-599-STANDARD
6793,2000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,156.75,5,FLY-463-601-571-526-STANDARD
5359,2000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,365.75,5,FLY-600-558-500-512-STANDARD
6192,2000,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,19.0,3,FLY-661-510-586-608-STANDARD
6062,2000,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,37.9,3,FLY-645-577-696-648-STANDARD
4631,2000,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,30.4,3,FLY-693-514-565-564-STANDARD
4867,2000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,347.46,5,FLY-518-550-614-612-STANDARD
6360,2000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,365.75,5,FLY-510-513-660-509-STANDARD
6652,2000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,158.84,5,FLY-650-520-706-518-STANDARD
78,2000,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,85.5,4,FLY-516-600-653-599-STANDARD
5119,2000,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,52.34,3,FLY-698-715-508-600-STANDARD
5865,2000,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,66.5,3,FLY-565-515-598-512-STANDARD
6418,2000,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,36.1,4,FLY-520-556-554-566-STANDARD
5287,2000,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,55.1,3,FLY-563-657-517-649-STANDARD
4659,2000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,167.2,5,FLY-460-557-473-615-STANDARD
6867,2000,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,55.1,3,FLY-519-505-603-518-STANDARD
5643,2000,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,21.66,3,FLY-553-613-506-657-STANDARD
6669,2000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,167.2,5,FLY-564-611-510-469-STANDARD
5144,2000,0.2,A3,450gsm Art Board Silk Finish,None,Double Sided,,517.75,3,FLY-564-562-463-610-STANDARD
6999,2000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,87.54,5,FLY-746-575-564-657-STANDARD
6491,2000,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,23.46,3,FLY-561-661-558-561-STANDARD
4972,2000,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,133.0,3,FLY-529-515-554-610-STANDARD
4753,2000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,148.91,5,FLY-564-516-559-519-STANDARD
5374,2000,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,18.05,3,FLY-659-703-572-557-STANDARD
6158,2000,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,42.42,3,FLY-476-519-554-612-STANDARD
5899,2000,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,47.5,4,FLY-567-666-644-514-STANDARD
5538,2000,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,237.5,3,FLY-559-497-514-462-STANDARD
5926,2000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,437.71,5,FLY-553-461-467-614-STANDARD
5677,2000,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,162.45,4,FLY-689-461-464-565-STANDARD
6038,2000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,308.75,5,FLY-553-519-507-563-STANDARD
3694,2000,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,136.8,4,FLY-653-525-608-523-STANDARD
711,2000,0.0,A6,450gsm Art Board Silk Finish,None,Double Sided,,76.95,3,FLY-513-464-462-503-STANDARD
2668,2000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,347.46,5,FLY-509-564-523-604-STANDARD
3820,2000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,451.25,5,FLY-611-422-561-411-STANDARD
2271,2000,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,36.1,3,FLY-460-510-563-650-STANDARD
2857,2000,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,38.0,3,FLY-520-614-516-651-STANDARD
3787,2000,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,42.42,3,FLY-614-656-453-557-STANDARD
707,2000,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,63.18,3,FLY-645-614-556-656-STANDARD
2282,2000,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,49.64,3,FLY-543-472-525-562-STANDARD
3772,2000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,237.5,5,FLY-510-655-621-572-STANDARD
2859,2000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,569.52,5,FLY-515-517-508-607-STANDARD
3745,2000,0.2,A5,120gsm Premium Smooth White Paper,None,Single Sided,,45.12,4,FLY-559-465-507-463-STANDARD
2309,2000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,237.5,5,FLY-647-461-514-655-STANDARD
3721,2000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,50.64,5,FLY-561-468-473-479-STANDARD
745,2000,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,38.0,4,FLY-605-653-555-522-STANDARD
2867,2000,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,73.1,3,FLY-569-565-651-515-STANDARD
2317,2000,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Single Sided,,144.4,3,FLY-564-657-573-525-STANDARD
3659,2000,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,76.71,3,FLY-559-699-613-611-STANDARD
154,2000,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,80.75,3,FLY-611-505-479-573-STANDARD
779,2000,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,23.56,4,FLY-696-612-513-616-STANDARD
3644,2000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,569.52,5,FLY-556-575-506-560-STANDARD
1234,2000,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,24.7,3,FLY-500-562-558-563-STANDARD
1380,2000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,158.84,5,FLY-596-472-655-563-STANDARD
3619,2000,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,22.8,3,FLY-510-660-562-561-STANDARD
285,2000,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,92.06,3,FLY-510-623-603-607-STANDARD
1557,2000,0.0,A4,300gsm Art Board Coated,None,Double Sided,,185.25,3,FLY-515-606-707-604-STANDARD
3585,2000,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,118.75,3,FLY-697-609-600-557-STANDARD
1604,2000,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,38.0,4,FLY-512-552-606-524-STANDARD
813,2000,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,306.85,3,FLY-514-561-525-612-STANDARD
1363,2000,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,323.0,3,FLY-600-652-559-418-STANDARD
2238,2000,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,19.0,3,FLY-609-553-609-462-STANDARD
562,2000,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,185.25,3,FLY-555-609-514-509-STANDARD
4096,2000,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,126.35,3,FLY-506-554-607-507-STANDARD
4062,2000,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,31.59,3,FLY-515-565-509-421-STANDARD
2112,2000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,71.25,5,FLY-504-553-461-569-STANDARD
4028,2000,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,81.22,4,FLY-601-607-609-608-STANDARD
2685,2000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,347.46,5,FLY-575-558-558-462-STANDARD
1692,2000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,53.3,5,FLY-517-506-509-602-STANDARD
2826,2000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,67.69,5,FLY-695-518-472-573-STANDARD
612,2000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,135.38,5,FLY-600-564-516-529-STANDARD
2136,2000,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,29.45,4,FLY-611-551-613-514-STANDARD
3994,2000,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,112.81,3,FLY-458-559-606-423-STANDARD
620,2000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,108.3,5,FLY-568-606-556-606-STANDARD
1665,2000,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,190.0,3,FLY-419-553-522-705-STANDARD
223,2000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,437.71,5,FLY-504-544-460-511-STANDARD
637,2000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,158.84,5,FLY-609-467-615-460-STANDARD
2170,2000,0.2,A7,300gsm Art Board Coated,None,Double Sided,,33.25,3,FLY-461-565-472-656-STANDARD
3960,2000,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,31.59,3,FLY-473-615-513-661-STANDARD
2843,2000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,66.5,5,FLY-561-569-553-559-STANDARD
