,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceExpress,Production Days Express,Express Sku
976,500,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,89.34,1,FLY-466-600-516-467-EXPRESS
6691,500,0.0,A4,300gsm Art Board Coated,None,Single Sided,,89.34,1,FLY-550-608-599-516-EXPRESS
103,500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,28.73,3,FLY-567-659-505-605-EXPRESS
3657,500,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,45.67,1,FLY-559-699-613-611-EXPRESS
4355,500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,42.54,3,FLY-498-608-613-451-EXPRESS
6823,500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,51.62,1,FLY-610-562-605-516-EXPRESS
536,500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,64.79,3,FLY-481-654-556-607-EXPRESS
4094,500,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,64.53,1,FLY-506-554-607-507-EXPRESS
1267,500,0.2,A3,300gsm Art Board Coated,None,Single Sided,,124.09,1,FLY-699-516-565-577-EXPRESS
560,500,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,94.05,1,FLY-555-609-514-509-EXPRESS
6725,500,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,24.55,2,FLY-556-604-569-542-EXPRESS
6808,500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,40.41,3,FLY-606-411-461-569-EXPRESS
1023,500,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,64.53,1,FLY-559-569-613-566-EXPRESS
6968,500,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,189.72,1,FLY-513-549-508-562-EXPRESS
618,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,44.67,3,FLY-568-606-556-606-EXPRESS
610,500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,55.59,3,FLY-600-564-516-529-EXPRESS
3692,500,0.2,A3,100gsm Premium Smooth White Paper,None,Double Sided,,71.06,2,FLY-653-525-608-523-EXPRESS
1232,500,0.0,A6,130gsm Art Paper Gloss Finish,None,Double Sided,,19.86,1,FLY-500-562-558-563-EXPRESS
5014,500,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,21.35,1,FLY-657-602-552-650-EXPRESS
777,500,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,19.65,2,FLY-696-612-513-616-EXPRESS
6975,500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,34.48,3,FLY-568-506-602-564-EXPRESS
3719,500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,27.3,3,FLY-561-468-473-479-EXPRESS
6600,500,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Double Sided,,31.35,1,FLY-513-607-622-594-EXPRESS
4294,500,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,49.12,1,FLY-615-560-513-413-EXPRESS
152,500,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,48.07,1,FLY-611-505-479-573-EXPRESS
886,500,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,99.28,1,FLY-601-547-654-469-EXPRESS
2608,500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,84.38,3,FLY-697-552-464-573-EXPRESS
2134,500,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,24.55,2,FLY-611-551-613-514-EXPRESS
3063,500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,28.73,3,FLY-424-622-518-521-EXPRESS
5438,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,32.76,3,FLY-515-555-525-572-EXPRESS
3046,500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,125.4,3,FLY-575-699-596-526-EXPRESS
2078,500,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,19.65,2,FLY-462-558-560-613-EXPRESS
5455,500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,31.77,3,FLY-466-558-611-509-EXPRESS
3033,500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,42.54,3,FLY-507-694-554-551-EXPRESS
6092,500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,125.4,3,FLY-609-611-603-515-EXPRESS
2110,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,34.48,3,FLY-504-553-461-569-EXPRESS
3006,500,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,32.76,1,FLY-430-572-561-610-EXPRESS
2044,500,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,21.74,2,FLY-596-707-472-648-EXPRESS
3480,500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,125.4,3,FLY-508-607-462-512-EXPRESS
5468,500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,32.76,3,FLY-552-604-479-515-EXPRESS
2972,500,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,18.67,2,FLY-704-461-567-565-EXPRESS
6060,500,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,23.83,1,FLY-645-577-696-648-EXPRESS
2168,500,0.2,A7,300gsm Art Board Coated,None,Double Sided,,21.94,1,FLY-461-565-472-656-EXPRESS
42,500,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,31.35,1,FLY-548-601-610-618-EXPRESS
5490,500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,61.56,3,FLY-574-606-466-606-EXPRESS
2933,500,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,19.86,1,FLY-427-575-563-517-EXPRESS
2202,500,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,29.79,1,FLY-561-556-555-699-EXPRESS
6036,500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,125.4,3,FLY-553-519-507-563-EXPRESS
186,500,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,45.67,1,FLY-548-462-573-566-EXPRESS
6122,500,0.0,A6,170gsm Art Paper Silk Finish,None,Double Sided,,22.99,1,FLY-510-649-513-464-EXPRESS
3087,500,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,21.94,2,FLY-511-520-552-520-EXPRESS
5406,500,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,18.67,2,FLY-512-546-656-611-EXPRESS
5296,500,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,89.34,1,FLY-464-561-425-544-EXPRESS
3276,500,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,27.17,2,FLY-658-517-526-603-EXPRESS
1802,500,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,67.92,1,FLY-506-603-615-609-EXPRESS
6245,500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,64.79,3,FLY-652-610-569-605-EXPRESS
1836,500,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,51.62,1,FLY-567-509-615-698-EXPRESS
5330,500,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Double Sided,,36.58,1,FLY-505-666-521-419-EXPRESS
3218,500,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,45.67,1,FLY-601-697-615-463-EXPRESS
6223,500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,173.73,3,FLY-656-509-659-646-EXPRESS
1893,500,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,23.33,2,FLY-520-699-614-508-EXPRESS
5357,500,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,133.34,3,FLY-600-558-500-512-EXPRESS
76,500,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,48.07,2,FLY-516-600-653-599-EXPRESS
6190,500,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,17.25,1,FLY-661-510-586-608-EXPRESS
3170,500,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Double Sided,,121.22,1,FLY-503-564-517-557-EXPRESS
5372,500,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,16.39,1,FLY-659-703-572-557-EXPRESS
3153,500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,182.88,3,FLY-558-613-513-427-EXPRESS
1927,500,0.0,A6,300gsm Art Board Coated,None,Single Sided,,27.8,1,FLY-525-602-433-476-EXPRESS
1959,500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,26.12,3,FLY-465-523-655-555-EXPRESS
3121,500,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,67.51,2,FLY-554-663-652-568-EXPRESS
6156,500,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,29.79,1,FLY-476-519-554-612-EXPRESS
1976,500,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Single Sided,,36.73,1,FLY-554-524-511-559-EXPRESS
2010,500,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,19.86,1,FLY-468-610-464-468-EXPRESS
221,500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,163.8,3,FLY-504-544-460-511-EXPRESS
5512,500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,182.88,3,FLY-472-703-500-618-EXPRESS
2899,500,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,45.67,2,FLY-606-563-558-465-EXPRESS
2236,500,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,17.25,1,FLY-609-553-609-462-EXPRESS
5641,500,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,17.86,1,FLY-553-613-506-657-EXPRESS
2471,500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,32.76,3,FLY-609-503-511-559-EXPRESS
2488,500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,172.42,3,FLY-564-556-506-558-EXPRESS
2699,500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,40.41,3,FLY-656-606-549-556-EXPRESS
5863,500,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,34.48,1,FLY-565-515-598-512-EXPRESS
5675,500,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,84.38,2,FLY-689-461-464-565-EXPRESS
2691,500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,58.52,3,FLY-466-572-512-709-EXPRESS
2503,500,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,21.84,1,FLY-474-708-604-652-EXPRESS
2683,500,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,126.68,3,FLY-575-558-558-462-EXPRESS
5708,500,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,79.42,1,FLY-569-562-466-614-EXPRESS
2666,500,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,126.68,3,FLY-509-564-523-604-EXPRESS
5829,500,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,36.53,2,FLY-506-518-610-467-EXPRESS
2535,500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,34.48,3,FLY-644-466-557-549-EXPRESS
2639,500,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,32.4,2,FLY-563-563-578-564-EXPRESS
2559,500,0.2,A7,300gsm Art Board Coated,None,Single Sided,,20.84,1,FLY-655-517-515-527-EXPRESS
2630,500,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,186.76,1,FLY-560-656-562-519-EXPRESS
5795,500,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,18.86,1,FLY-649-529-558-466-EXPRESS
213,500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,40.41,3,FLY-518-558-460-567-EXPRESS
2591,500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,39.71,3,FLY-511-753-608-552-EXPRESS
2616,500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,84.38,3,FLY-611-505-559-426-EXPRESS
5761,500,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,38.46,2,FLY-561-511-476-552-EXPRESS
5897,500,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,32.4,2,FLY-567-666-644-514-EXPRESS
1768,500,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,36.58,1,FLY-521-560-563-701-EXPRESS
2736,500,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,28.22,1,FLY-509-515-644-514-EXPRESS
5924,500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,163.8,3,FLY-553-461-467-614-EXPRESS
2269,500,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,27.8,1,FLY-460-510-563-650-EXPRESS
5990,500,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,94.05,1,FLY-459-460-602-517-EXPRESS
2865,500,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,36.73,1,FLY-569-565-651-515-EXPRESS
2280,500,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,26.81,1,FLY-543-472-525-562-EXPRESS
5536,500,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,104.5,1,FLY-559-497-514-462-EXPRESS
2855,500,0.0,A7,350gsm Recycled Uncoated,None,Double Sided,,29.26,1,FLY-520-614-516-651-EXPRESS
2307,500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,88.82,3,FLY-647-461-514-655-EXPRESS
2315,500,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Single Sided,,64.53,1,FLY-564-657-573-525-EXPRESS
5975,500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,27.3,3,FLY-466-505-504-566-EXPRESS
2841,500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,33.44,3,FLY-561-569-553-559-EXPRESS
5569,500,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,45.67,1,FLY-608-603-467-564-EXPRESS
5967,500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,47.02,3,FLY-570-661-606-507-EXPRESS
2824,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,32.76,3,FLY-695-518-472-573-EXPRESS
2349,500,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,22.46,1,FLY-519-612-566-654-EXPRESS
5573,500,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,24.82,1,FLY-608-704-510-564-EXPRESS
5939,500,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,29.79,1,FLY-515-610-523-493-EXPRESS
2811,500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,74.71,3,FLY-498-518-594-624-EXPRESS
2381,500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,24.82,3,FLY-468-577-482-664-EXPRESS
5607,500,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,25.81,2,FLY-554-615-567-604-EXPRESS
2770,500,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,20.84,2,FLY-546-601-601-555-EXPRESS
2405,500,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,23.83,1,FLY-651-559-556-596-EXPRESS
2439,500,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,88.82,2,FLY-462-603-607-656-EXPRESS
3308,500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,64.79,3,FLY-552-657-560-510-EXPRESS
249,500,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,18.81,1,FLY-463-599-607-559-EXPRESS
3436,500,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,16.68,2,FLY-665-709-560-606-EXPRESS
1724,500,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,34.75,1,FLY-572-515-518-622-EXPRESS
1555,500,0.0,A4,300gsm Art Board Coated,None,Double Sided,,94.05,1,FLY-515-606-707-604-EXPRESS
6358,500,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,133.34,3,FLY-510-513-660-509-EXPRESS
6293,500,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,36.58,1,FLY-564-574-602-511-EXPRESS
5271,500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,172.42,3,FLY-603-560-552-471-EXPRESS
3332,500,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,30.78,2,FLY-611-506-603-654-EXPRESS
1663,500,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,94.05,1,FLY-419-553-522-705-EXPRESS
6327,500,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,20.65,2,FLY-569-513-607-564-EXPRESS
1690,500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,28.73,3,FLY-517-506-509-602-EXPRESS
5285,500,0.0,A6,350gsm Recycled Uncoated,None,Double Sided,,37.62,1,FLY-563-657-517-649-EXPRESS
5244,500,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,24.62,2,FLY-498-661-556-469-EXPRESS
1602,500,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,25.92,2,FLY-512-552-606-524-EXPRESS
1629,500,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Double Sided,,67.92,1,FLY-655-551-658-522-EXPRESS
1713,500,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,35.74,1,FLY-508-566-562-601-EXPRESS
3366,500,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,64.53,1,FLY-460-464-476-563-EXPRESS
5210,500,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,64.53,1,FLY-470-519-612-518-EXPRESS
3463,500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,277.97,3,FLY-571-517-608-524-EXPRESS
6382,500,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,67.92,1,FLY-507-621-528-659-EXPRESS
1757,500,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,48.07,1,FLY-562-514-461-463-EXPRESS
3399,500,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,83.6,1,FLY-651-559-558-560-EXPRESS
1540,500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,47.02,3,FLY-610-705-653-613-EXPRESS
3402,500,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Double Sided,,38.66,1,FLY-507-564-557-478-EXPRESS
6269,500,0.2,A3,300gsm Art Board Coated,None,Double Sided,,130.62,1,FLY-612-568-659-556-EXPRESS
2934,1000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,21.94,1,FLY-427-575-563-517-EXPRESS
4714,1000,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-662-658-660-553-EXPRESS
4212,1000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,20.84,1,FLY-563-655-515-563-EXPRESS
5570,1000,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Single Sided,,69.5,1,FLY-608-603-467-564-EXPRESS
6466,1000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,64.37,3,FLY-506-589-464-652-EXPRESS
2825,1000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,44.67,3,FLY-695-518-472-573-EXPRESS
3400,1000,0.0,A4,350gsm Recycled Uncoated,None,Double Sided,,125.4,1,FLY-651-559-558-560-EXPRESS
5968,1000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,73.15,3,FLY-570-661-606-507-EXPRESS
6449,1000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,31.77,3,FLY-416-661-469-605-EXPRESS
2842,1000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,47.02,3,FLY-561-569-553-559-EXPRESS
2316,1000,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Single Sided,,99.28,1,FLY-564-657-573-525-EXPRESS
673,1000,0.0,A6,300gsm Art Board Coated,None,Double Sided,,38.66,1,FLY-616-510-520-657-EXPRESS
250,1000,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,20.9,1,FLY-463-599-607-559-EXPRESS
649,1000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,61.66,3,FLY-514-518-652-564-EXPRESS
284,1000,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,65.53,1,FLY-510-623-603-607-EXPRESS
4061,1000,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,24.82,1,FLY-515-565-509-421-EXPRESS
3539,1000,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,43.68,1,FLY-649-568-645-610-EXPRESS
4703,1000,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,73.15,1,FLY-558-611-509-468-EXPRESS
4271,1000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,349.45,3,FLY-573-451-469-549-EXPRESS
5491,1000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,99.28,3,FLY-574-606-466-606-EXPRESS
2812,1000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,114.95,3,FLY-498-518-594-624-EXPRESS
6328,1000,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,23.03,2,FLY-569-513-607-564-EXPRESS
1603,1000,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,29.26,2,FLY-512-552-606-524-EXPRESS
5940,1000,0.0,A5,130gsm Art Paper Gloss Finish,None,Single Sided,,36.73,1,FLY-515-610-523-493-EXPRESS
4246,1000,0.0,A5,300gsm Art Board Coated,None,Double Sided,,68.97,1,FLY-565-564-512-569-EXPRESS
1437,1000,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,83.6,1,FLY-659-662-515-599-EXPRESS
633,1000,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,125.4,1,FLY-652-540-557-656-EXPRESS
2350,1000,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,25.08,1,FLY-519-612-566-654-EXPRESS
636,1000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,109.21,3,FLY-609-467-615-460-EXPRESS
6935,1000,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,79.42,1,FLY-702-614-473-603-EXPRESS
5574,1000,0.2,A7,450gsm Art Board Silk Finish,None,Single Sided,,33.75,1,FLY-608-704-510-564-EXPRESS
6898,1000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,178.69,3,FLY-471-559-655-559-EXPRESS
5976,1000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,37.12,3,FLY-466-505-504-566-EXPRESS
6851,1000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,491.15,3,FLY-572-505-568-610-EXPRESS
4127,1000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,33.44,3,FLY-425-714-469-606-EXPRESS
5118,1000,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,36.73,1,FLY-698-715-508-600-EXPRESS
5991,1000,0.2,A3,170gsm Art Paper Silk Finish,None,Double Sided,,125.4,1,FLY-459-460-602-517-EXPRESS
6866,1000,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,38.66,1,FLY-519-505-603-518-EXPRESS
2270,1000,0.0,A7,350gsm Recycled Uncoated,None,Single Sided,,31.77,1,FLY-460-510-563-650-EXPRESS
5272,1000,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,261.25,3,FLY-603-560-552-471-EXPRESS
744,1000,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,29.26,2,FLY-605-653-555-522-EXPRESS
2237,1000,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,17.77,1,FLY-609-553-609-462-EXPRESS
4776,1000,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,47.65,2,FLY-520-565-521-515-EXPRESS
4095,1000,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,84.38,1,FLY-506-554-607-507-EXPRESS
3309,1000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,104.5,3,FLY-552-657-560-510-EXPRESS
2900,1000,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,59.56,2,FLY-606-563-558-465-EXPRESS
5513,1000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,287.38,3,FLY-472-703-500-618-EXPRESS
778,1000,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,20.9,2,FLY-696-612-513-616-EXPRESS
1403,1000,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,26.12,1,FLY-479-705-617-562-EXPRESS
4178,1000,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,138.98,1,FLY-463-599-525-650-EXPRESS
2866,1000,0.0,A6,450gsm Art Board Silk Finish,None,Single Sided,,55.59,1,FLY-569-565-651-515-EXPRESS
2281,1000,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,34.75,1,FLY-543-472-525-562-EXPRESS
43,1000,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,38.66,1,FLY-548-601-610-618-EXPRESS
